,sentence,food,family,romance,indep,competition,approval,health,contact,serenity,rest,order,status,idealism,power,curiosity,honor,belonging,savings,tranquility
239,Turns out she liked one of them.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,And it was cheaper than what she usually wore!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
241,And it was cheaper than what she usually wore!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
242,And it was cheaper than what she usually wore!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
243,I was very excited to go downtown to do some shopping.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
244,I was very excited to go downtown to do some shopping.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,I was very excited to go downtown to do some shopping.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,I woke up in the morning and got all dressed up.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
247,I woke up in the morning and got all dressed up.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,I looked out the window and saw it was raining very heavily.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
249,I looked out the window and saw it was raining very heavily.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
250,I became very sad.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,I became very sad.,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
252,I became very sad.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
253,So I stayed home by myself all day instead.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,So I stayed home by myself all day instead.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,So I stayed home by myself all day instead.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,The Sharks had a game against the Fins on Sunday.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,The Sharks had a game against the Fins on Sunday.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,The Sharks had a game against the Fins on Sunday.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,The Sharks had a game against the Fins on Sunday.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,The Sharks had a game against the Fins on Sunday.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,James was asked to fill in.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
262,James was asked to fill in.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Everyone cheered him on.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Everyone cheered him on.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Everyone cheered him on.,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
266,James blocked every shot and skyrocketed to superstar status.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,James blocked every shot and skyrocketed to superstar status.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Every Sunday I get pizza.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Every Sunday I get pizza.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Every Sunday I get pizza.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,This Sunday I decided to try a new place.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
272,This Sunday I decided to try a new place.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,This Sunday I decided to try a new place.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,I ate a whole pizza to myself.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,I ate a whole pizza to myself.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,I ate a whole pizza to myself.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,I felt very full but satisfied.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
278,I felt very full but satisfied.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,I immediately fell asleep when I got home.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
280,I immediately fell asleep when I got home.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
281,Shawn is out shopping one day.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
282,Shawn is out shopping one day.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Shawn is out shopping one day.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,He needed a good pair of jeans at the Mall.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
285,He needed a good pair of jeans at the Mall.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,He needed a good pair of jeans at the Mall.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,After buying his jeans he walks by an animal shop and sees a dog.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,After buying his jeans he walks by an animal shop and sees a dog.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
289,After buying his jeans he walks by an animal shop and sees a dog.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
290,Shawn falls in love with the dog at the store.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Shawn falls in love with the dog at the store.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Shawn buys the dog and the two become best friends.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Shawn buys the dog and the two become best friends.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
294,A man was on a flight back home to his wife.,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
295,A man was on a flight back home to his wife.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,A man was on a flight back home to his wife.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,A man was on a flight back home to his wife.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,A man was on a flight back home to his wife.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,"He was stuck on the tarmac, and his wife called.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300,"He was stuck on the tarmac, and his wife called.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,"He was stuck on the tarmac, and his wife called.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302,"He was stuck on the tarmac, and his wife called.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
303,She was furious that he was late.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
304,She was furious that he was late.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,She was furious that he was late.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
306,The man had the pilot himself tell her that it couldn't be helped.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
307,The man had the pilot himself tell her that it couldn't be helped.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,The man had the pilot himself tell her that it couldn't be helped.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,The man had the pilot himself tell her that it couldn't be helped.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
310,The man had the pilot himself tell her that it couldn't be helped.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
311,The man had the pilot himself tell her that it couldn't be helped.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,The man had the pilot himself tell her that it couldn't be helped.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
313,The man had the pilot himself tell her that it couldn't be helped.,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
314,His hair is so long he can't see.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
315,His hair is so long he can't see.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,His hair is so long he can't see.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
317,Joe wrecked his bike because he couldn't see.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Joe wrecked his bike because he couldn't see.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,He decided he had to get his hair cut.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,He decided he had to get his hair cut.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,He decided he had to get his hair cut.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
322,He walked up town to the barber.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
323,He walked up town to the barber.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
324,He walked up town to the barber.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
325,He walked up town to the barber.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,He walked up town to the barber.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Mike was walking with his phone in his hand.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,Mike was walking with his phone in his hand.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Mike was walking with his phone in his hand.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330,His head was down and he mindlessly walked into a tree.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
331,His head was down and he mindlessly walked into a tree.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,When he picked it up he realized it had shattered into pieces.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,When he picked it up he realized it had shattered into pieces.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
334,When he picked it up he realized it had shattered into pieces.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
335,Matt walked on to the bus looked for a seat.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
336,Matt walked on to the bus looked for a seat.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
337,He could not find any open seat so he stood.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,He could not find any open seat so he stood.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
339,He could not find any open seat so he stood.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,A person offered his seat to Matt if he gave him $20.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
341,A person offered his seat to Matt if he gave him $20.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
342,A person offered his seat to Matt if he gave him $20.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
343,A person offered his seat to Matt if he gave him $20.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
344,A person offered his seat to Matt if he gave him $20.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
345,A person offered his seat to Matt if he gave him $20.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
346,Matt told the person that he was being unfair.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
347,Matt told the person that he was being unfair.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
348,Matt told the person that he was being unfair.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
349,Matt told the person that he was being unfair.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
350,The person shrugged and ignored Matt for the rest of his ride.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
351,The person shrugged and ignored Matt for the rest of his ride.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
352,The person shrugged and ignored Matt for the rest of his ride.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Jennifer visited Florida with her grandparents.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Jennifer visited Florida with her grandparents.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
355,Jennifer visited Florida with her grandparents.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Jennifer visited Florida with her grandparents.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
357,Jennifer visited Florida with her grandparents.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Jennifer visited Florida with her grandparents.,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,"They stayed in a resort, and their room had a backyard.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,"They stayed in a resort, and their room had a backyard.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
361,"They stayed in a resort, and their room had a backyard.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,"They stayed in a resort, and their room had a backyard.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,"They stayed in a resort, and their room had a backyard.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
364,"They stayed in a resort, and their room had a backyard.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Jennifer woke up early one day and noticed cranes out back.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
366,Jennifer woke up early one day and noticed cranes out back.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Jennifer woke up early one day and noticed cranes out back.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
368,Jennifer woke up early one day and noticed cranes out back.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Jennifer woke up early one day and noticed cranes out back.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,"Excited, she ran in to get bread.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
371,"Excited, she ran in to get bread.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
372,"The cranes are out of her hand, and she enjoyed it very much.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,"The cranes are out of her hand, and she enjoyed it very much.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,"The cranes are out of her hand, and she enjoyed it very much.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,"The cranes are out of her hand, and she enjoyed it very much.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
376,"The cranes are out of her hand, and she enjoyed it very much.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,"The cranes are out of her hand, and she enjoyed it very much.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
378,Martha was very insecure with herself,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,Martha was very insecure with herself,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
380,Martha was very insecure with herself,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
381,She had a boyfriend named Alain,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
382,She had a boyfriend named Alain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,She had a boyfriend named Alain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,She had a boyfriend named Alain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,She had a boyfriend named Alain,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
386,She would constantly accuse him of cheating,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
387,She would constantly accuse him of cheating,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,She would constantly accuse him of cheating,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,She would constantly accuse him of cheating,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
390,She would constantly accuse him of cheating,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
391,She would constantly accuse him of cheating,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
392,One day things got so bad and they got in a fight,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
393,One day things got so bad and they got in a fight,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,One day things got so bad and they got in a fight,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,One day things got so bad and they got in a fight,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,One day things got so bad and they got in a fight,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
397,Alain reassured martha of his love for her and they were happy.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Alain reassured martha of his love for her and they were happy.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Alain reassured martha of his love for her and they were happy.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Alain reassured martha of his love for her and they were happy.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Alain reassured martha of his love for her and they were happy.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Alain reassured martha of his love for her and they were happy.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
403,Nora's female cat ran away from home.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
404,Nora's female cat ran away from home.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Nora's female cat ran away from home.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
406,Nora was devastated!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Nora was devastated!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
408,Nora was devastated!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,"Then a neighbor returned the cat, which had been in his yard.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
410,"Then a neighbor returned the cat, which had been in his yard.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
411,"Then a neighbor returned the cat, which had been in his yard.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
412,"He warned Nora that he had a male cat, but Nora only smiled.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
413,"He warned Nora that he had a male cat, but Nora only smiled.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,"He warned Nora that he had a male cat, but Nora only smiled.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
415,"He warned Nora that he had a male cat, but Nora only smiled.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,"He warned Nora that he had a male cat, but Nora only smiled.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
417,"He warned Nora that he had a male cat, but Nora only smiled.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
418,"He warned Nora that he had a male cat, but Nora only smiled.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
419,She wasn't worried because she had had her cat fixed!,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
420,She wasn't worried because she had had her cat fixed!,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
421,The dog wandered out on the street one day.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
422,The dog wandered out on the street one day.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
423,It was killed by a car.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
424,It was killed by a car.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
425,She bought the same type of dog a year later.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,She bought the same type of dog a year later.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,She keeps a close eye on it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,She keeps a close eye on it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,She keeps a close eye on it.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
430,He is excited but secretly hoping there will not be a surprise party.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
431,He is excited but secretly hoping there will not be a surprise party.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,He is excited but secretly hoping there will not be a surprise party.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
433,He is excited but secretly hoping there will not be a surprise party.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
434,He is excited but secretly hoping there will not be a surprise party.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
435,He is excited but secretly hoping there will not be a surprise party.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Barry's girlfriend decides this year she won't throw a party.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
437,She remembered him talking about a saltwater guided fishing trip.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,She remembered him talking about a saltwater guided fishing trip.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
439,She remembered him talking about a saltwater guided fishing trip.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
440,She remembered him talking about a saltwater guided fishing trip.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,She remembered him talking about a saltwater guided fishing trip.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
442,So on Monday she surprised him with the fishing trip plan and passes.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,So on Monday she surprised him with the fishing trip plan and passes.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,So on Monday she surprised him with the fishing trip plan and passes.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
445,So on Monday she surprised him with the fishing trip plan and passes.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
446,So on Monday she surprised him with the fishing trip plan and passes.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,So on Monday she surprised him with the fishing trip plan and passes.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,She decided to go to the mall the next day.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
449,She decided to go to the mall the next day.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
450,While searching for a new bag she found a very beautiful one.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,While searching for a new bag she found a very beautiful one.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
452,Tony had just moved into a new home.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
453,Tony had just moved into a new home.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Tony had just moved into a new home.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
455,He had dozens of boxes to unpack.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
456,He had dozens of boxes to unpack.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
457,He had dozens of boxes to unpack.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
458,He invited his friends over to help him.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
459,He invited his friends over to help him.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,He invited his friends over to help him.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,He invited his friends over to help him.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
462,He invited his friends over to help him.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
463,He invited his friends over to help him.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
464,Tony ordered pizza for his friends in appreciation.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
465,Tony ordered pizza for his friends in appreciation.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Tony ordered pizza for his friends in appreciation.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
467,I had my first kiss when I was 15.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,I had my first kiss when I was 15.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,I had my first kiss when I was 15.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,The boy told me I was a bad kisser.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,The boy told me I was a bad kisser.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,The boy told me I was a bad kisser.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,The boy told me I was a bad kisser.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
474,The boy told me I was a bad kisser.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
475,The boy told me I was a bad kisser.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,I saw him again when I was older.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,I saw him again when I was older.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
478,I saw him again when I was older.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
479,I decided to kiss him again.,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
480,I decided to kiss him again.,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
481,I decided to kiss him again.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,He was amazed at how good of a kisser I had become.,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
