,Unnamed: 0,story_id,first_sentence,second_sentence,third_sentence,fourth_sentence,fifth_sentence,label
120,120,a8869d8c-54a0-48db-b8ea-7fee53e32008 , Bob loved to watch movies. , He was looking forward to a three day weekend coming up. , He made a list of his favorite movies and invited some friends over. , He spent the weekend with his friends watching all his favorite movies , Bob had a great time. ,2
121,121,b34dfd2a-4ae5-456c-85a9-7c4ee0b58248 , Fred had his first karate tournament yesterday. , He was very nervous. , When it got there he was shaking. , Thankfully he ended up doing well. , He came in second place. ,1
122,122,87ed8e67-02f7-46dc-b0e3-82319328557a , Gregory took a pottery class at a nearby night school. , He was terrible at sculpture. , He grew to like throwing pots on pottery wheels very much. , Eventually he was making pots half as tall as he was. , He was very proud of his pots. ,1
123,123,cdc35d15-ea89-4410-bdf0-fadde0243985 , Joe's family moved to another house. , Some kids down the block broke the windows and went in. , Gina and her sister decided not to and went home. , Gina's sister walked through the yard and stepped on the glass. , Gina's sister had to go to the hospital for stitches. ,1
124,124,da033578-7efb-43b4-875f-adeefea0fac0 , I play the lottery a lot and I always lose. , This year alone I've played over one hundred times. , I did the math to see how much money I would have if I never played. , Turns out I would have thousands more in my pocket. , I no longer play the lottery. ,3
125,125,3b0fdd12-aa51-45ec-9808-79b308ffe722 , A man went into the library and grabbed some random books. , He hid them in other parts of the library. , The librarian stopped him and asked what he was doing. , The man said he was trying to stop people from reading. , The librarian kicked the man out. ,2
126,126,fedc6a43-057c-4684-ad11-200180ade0d3 , Quinn spent a lot of time caring for her lawn. , She felt that a well-kept lawn reflected well on the house. , Quinn thought that it made the only first impression that mattered. , Her region experienced a drought and watering restrictions happened. , She researched methods of lawn care that took less water. ,0
127,127,60e826cc-3f0a-479e-a79e-319935d39b58 , My family went out to dinner on Thursday. , We chose a local pizza place. , The food was delicious. , The staff was friendly and quick. , We'll be going back there often. ,1
128,128,471e2283-f8c4-4e45-9c87-40c815fa73ac , The old dog was doing worse than usual. , He stopped eating and cried when he moved. , Cheryl avoided making the appointment with the vet. , She told her husband that she would make the appointment tomorrow. , Cheryl loved the dog and prayed he would get better. ,0
129,129,463dd0de-6558-4e40-b5a2-b3a202f6856b , Bob wanted to get a tattoo. , He wanted to get one of a wolf. , His girlfriend sketched a neat design. , Bob got the tattoo done the next day. , Bob's girlfriend really liked his new tattoo. ,2
130,130,f03ef931-1c90-4b73-8e6b-f3cb9aa702fb , Dan was sure that he was over his ex girlfriend. , Until a mutual friend posted a picture of her in a restaurant. , The picture brought Dan back to the good times. , He felt regret. , Dan decided to call his old girlfriend. ,1
131,131,0b9c5ee5-9ce1-4195-8ed6-01956f15d659 , Jane and Shawn were close friends. , They did everything together. , They got married when they were older. , Jane died of cancer. , Shawn missed Jane every day. ,1
132,132,056235a2-84cd-4c99-9652-1e0773797143 , Bob's stomach was really bothering him after the big meal. ," A friend he had dined with called to say she was feeling ill, too. ", They decided the seafood they'd eaten had been bad. ," Sometime later, Bob finally threw up the contents of his stomach. ", Bob will be careful that he never eats at that restaurant again. ,2
133,133,a1ecda1c-7f69-4721-89ae-fb2e6ca9cb2f , I started playing chess with my friend Tim in 2000. , I bought a tournament set and clock. ," We made plans to go to a tournament, but Tim got sick. ", I went and won five games. , Tim was happy for me. ,1
134,134,31e16ce0-894b-40c1-a142-261ca16baddf , Yesterday Kim got a brand new blazer. ," To her delight, when she got to school everyone complimented her on it. "," The next few weeks, Kim saw that everyone was wearing the blazer. ", She felt happy to start a new trend. , Kim was glad people were inspired to imitate her. ,3
135,135,d87b0656-9f88-4247-ad95-644c64d38754 , Ben lost his job. , He was devastated since he loved his job. , Months went by and he could not find a job in his field. ," So, he started to worry that he would never find a job. ", But then he did find a job. ,1
136,136,95ab463d-7d6d-4dff-9454-69d5abadfbf0 , Detention was finally over. , The teacher had confiscated Gina's phone. , She went to his desk to ask for it back. , It turned out a parent needed to collect the phone. , Gina's father agreed to pick up the phone for her. ,1
137,137,dd1cbc2d-75fc-4fe7-92b8-cd986d80140a , I got a job as a shopping mall Santa last December. , The hours were long. , The pay was bad. , But I found interacting with the kids to be completely amazing. , I found that playing Santa was the best second job ever. ,2
138,138,474c61d2-2b1f-4d12-9274-a85cea5bfa2b , My friend and I had a little contest the other day. , We tried to see who could blow the biggest bubblegum bubble. , We took different turns and would take measurements. , When his was getting at it's biggest I popped it. ," He was a little mad, but I just laughed. ",1
139,139,430d9fb6-7fb0-4cde-9ae5-c81ca4347109 , Candice loved to bake. , One day Candice noticed her mom was sad. , Candice found out her mom needed money. , She decided to do a bake sale. , Candice gave the money to her mom. ,1
140,140,33675fd9-8bb1-4739-b677-9939a01c3b43 , We went hiking a few weeks ago. ," After deciding to leave, we decided on a forest not too far from us. "," Once we got there, the weather was perfect! "," After setting out down the trail, we saw a snake! ", We were scared! ,2
141,141,313197bd-b309-4eef-9f8c-b0ee6e14fce8 , The votes were in for class presidential elections. , Cara was nervous because she wanted to win. ," When the winner was drawn, Cara was defeated. ", She lost to her opponent. , Cara sat alone and cried. ,0
142,142,8d81ed6f-9c29-468f-85f9-3ffe7a4d58b3 , Ellie wanted a fish tank. , She went and bought a big aquarium. , Then she filled it with fresh clean water and gravel. ," Lastly, she added her fish. ", Ellie thought it looked great. ,1
143,143,411710bb-0274-48b0-8511-62577936f12c , Rase was at the planetarium. , He loved the displays and exhibits there! , Then he saw a Help Wanted sign posted. , Rase applied and was given the job. , Rase worked at the planetarium for several years. ,2
144,144,d6638b4d-72ff-4d36-b37a-065aaf871591 , Juan wanted a new guitar more than anything. , He decided to save up money to buy one. ," All summer he worked, saving up every penny. "," Finally, he was able to buy the guitar. ", Juan was hardworking and patient. ,2
145,145,e32919fb-7b84-424c-8825-a9a5ca420958 , Today is Jim's first day as a police officer. , He was excited to meet his partner Tim. ," While on their beat, they made a traffic stop for failure to yield. ", The two men instructed the driver on proper road safety. , Jim and Tim become good friends. ,2
146,146,254a99c8-5a3c-4cf7-8bf9-e99f8b613cc9 , I wanted to learn how chocolate chips are made. , I went to the internet and did a search on the subject. ," I scanned through all the results, and finally found what I wanted. ", I read the whole article. , I made the cookies. ,1
147,147,c44e2be7-e117-4b01-a993-075b19443abe , A new Chick-Fil-A just opened up and I couldn't wait to try it. , The line was out the door. , I waited for a half hour just to order something. , I ordered a spicy chicken sandwich. , Right then I decided this was my new favorite food. ,1
148,148,25561b53-b8fc-44ef-9d22-384325cdcf66 , Sal bought a lotto ticket. , The jackpot was up to 1 million dollars. , He had all the numbers except 1. , Sal won 5 thousand dollars. , Sal decided to keep buying lotto tickets each week. ,2
149,149,2a3aa25e-bd49-4e8a-bb99-84543964b257 , The Dungeons & Dragons game was on. , Joseph showed up in an elf ensemble. , Mary brought a broomstick sword. , Laney convinced everyone her big stick was in fact a staff. , Everybody had fun playing as their respective characters. ,3
150,150,f1034f3f-94a1-4070-9a70-349ddfe4d123 , Six year old Bobby wanted a cat very badly. , His parents didn't say no but they weren't excited about it either. , One morning a friendly young cat showed up at their door. , Bobby was very excited when his mom said it could come inside. , Bobby was overjoyed when his mother said the cat could stay. ,2
151,151,0f1277f9-f7eb-4133-a067-8012ec4ce4c4 , John took a big drink and swallowed an ice cube. ," When the ice cube stuck in his throat, John panicked. ", He heated some water to melt the ice cube. ," He gulped it quickly, and the ice melted. ", John was relieved. ,1
152,152,3dcdf416-5329-4190-b492-4b83c3c17d5b , Sean and Sara were travelling to see a concert. , They had to take the train to Portland. ," Once they got there, they checked into a hotel. ", They walked to the concert venue. ," Sadly, the concert was canceled due to sickness. ",1
153,153,ff6a9be8-35fd-4371-9337-0a487aa6bcbd , Rex missed his high school days of being a gymnast. , Now he was afraid he had lost his athletic touch forever. ," However, a friend encouraged him to try a cartwheel on the beach. ", Rex did an awesome cartwheel on his first try! , He was relieved. ,1
154,154,93b3adbb-d8fd-4fec-90a1-2f4818cf878c , Hal and Judy were moving into a new home with their son. , They spent the whole day packing everything up. ," When they were ready, Judy and the son travelled to the new home. ", Hal followed behind them with a moving van. , Judy and the son arrived shortly before Hal. ,2
155,155,627654fb-5f7e-4272-a114-6310d451f193 , Gina's dad and mom were sitting in the garage. , They had the door open and could see their cars in the driveway. , Her niece was sitting in her dad's car in the driver seat. , Gina was surprised her parents let the kids play in the car. , Gina told her dad how unsafe it was for her niece. ,3
156,156,70fde0ff-9776-4cd0-a2f7-0044ed05491c , I recently went to the zoo with my friends. , We met there and entered together. ," We saw lots of animals, such as giraffes, monkeys, and elephants. ", We even were able to feed the giraffes. ," After the trip, we went home very happy. ",1
