,emotion,plutchik,selection0,selection1,label
108,"['frustrated', 'tired', 'dejected']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 1, 'disgust': 2, 'anger': 0, 'anticipation': 1}",Lauren loves lemon cake.,Joe had to drag his canoe around them on land instead.,1
109,"['shame', 'embarrassment', 'ashamed']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}","She kept looking around, hoping no one would see her hopping.",Two days ago he went up a hillside to an abandoned cabin.,0
110,"['tired', 'exhausted']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}",By the time Mike got back he was absolutely exhausted.,But they only had vanilla bean cheesecake.,0
111,"['irritable', 'grumpy', 'frustrated', 'disturbed', 'anxious']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",The baby boy was very fussy.,He turned up the volume.,0
112,"['embarrassed', 'upset', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 3, 'anticipation': 0}","A journalist loses his job, when not telling the truth in his story.",He found a local theater that offered classes.,0
113,"['happy', 'accomplished', 'anticipation']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Now, I could make soup!",She watched as her old friends walked out of the school together.,0
114,"['determined', 'anticipation']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",His dog is too fast and runs off.,He browsed many smart phones.,1
115,"['guilty', 'upset', 'angry', 'sad', 'surprised', 'disappointed', 'relax', 'tired']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}","But then his sister told on him, and his mom knew he was lying.","The next day when they came home, she was laying on her bed.",0
116,"['thrilled', 'proud', 'positive']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",His dad was proud of him.,They spotted a large deer.,0
117,"['irritated', 'sad', 'interested']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He wanted a name everyone loved.,The fire department got things under control in a few hours.,0
118,"['prepared', 'relieved']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Eventually he starts to have favorite television shows.,David brought his umbrella with him everywhere.,1
119,"['heartbroken', 'sad', 'sympathetic']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 3, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I found out he had Alzheimer's disease.,Dominique was taking swimming lessons.,0
120,"['unhappy', 'exhausted', 'sick']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 0, 'anticipation': 0}",He felt tired after he vomited.,Donnie is working at his job.,0
121,"['happy', 'excited']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Yet she found out that she made the worst dressed list.,He played with it outside.,1
122,"['great', 'pride', 'proud', 'knowledgeable', 'accomplished']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She worked all night sewing her new hat.,Now Sue is a photographer for the school newspaper.,1
123,"['awkward', 'uncomfortable', 'proud', 'pleased', 'worried', 'loved']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}",He would buy anything you put in front of him.,She did not want to disappoint her date.,1
124,"['angry', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}",Unfortunately his car was never recovered.,Rick and Pat went on a road trip for a month.,0
125,"['pleasant', 'determined']","{'joy': 3, 'trust': 2, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Martha tries to imitate the way they skate.,He refused to listen and shut me out.,0
126,"['panicked', 'worried', 'terrified']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Now Betsy and Jake plan to care for their new home themselves.,Kara saw smoke coming under her bedroom door.,1
127,"['frustrated', 'appreciated', 'peaceful', 'indifferent', 'conflicted', 'content', 'average']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He was a simple man and he usually did not want much.,"Lucy was surprised, but pleased when she agreed to drive her.",0
128,"['indecisive', 'disappointed', 'anger']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",I am happy I got to talk to him at all!,She had to decide whether or not to wait.,1
129,"['frightened', 'intrigued', 'interested']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She could hear a weird type of squawking.,Joe would get him back next Halloween.,0
130,"['scared', 'sad', 'helpless', 'concerned']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 1}",When he was finished he went home.,It kept losing all its hair.,1
131,"['excited', 'happy', 'adventurous']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He is rushed to the hospital.,He gets on a plane and travels to India.,1
132,"['frustrated', 'disgust', 'confuse', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",I mostly listened in at the yelling.,Her brothers all played baseball on little league teams.,0
133,"['hopeful', 'knowledgeable', 'clever', 'prepared']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",When they arrived at the beach they ran to the water.,I used my cell phone to check the coupons in my account.,1
134,"['romantic', 'ebullient']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She made a meal for a date.,"She kept looking around, hoping no one would see her hopping.",0
135,['disappointing'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",But it quickly became soggy.,"However, I ate the part that I took out.",0
136,"['happy', 'friendly', 'lonely']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He came over to introduce himself every day.,The final was especially hard and would not help his grade.,0
137,"['hopeful', 'hungry', 'greedy']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I decided to make some soup.,"As Dan looked in his backyard, he saw dozens of mangoes ready to eat.",0
138,"['scared', 'wired', 'hyper']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He had consumed too much caffeine.,I finally got fed up and told them I would take their toothpaste away.,0
139,"['fine', 'proud', 'positive']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I've excelled at school with ease.,Marnie tensed up when the clown car came out.,0
140,"['ambitious', 'anticipation']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}","He totaled forgot about his nervousness, and focused on her.",Tim wanted to create an app.,1
141,"['satisfied', 'happy', 'inspired', 'creative']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Sara decided to enjoy it by going to the park and painting the foliage,She stayed with me for a week or two.,0
142,"['sadness', 'heartbroken']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 3, 'disgust': 1, 'anger': 0, 'anticipation': 0}",Then a thaw came overnight!,It was quite a long drive to get there however with a ton of traffic.,0
143,"['frustrated', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 2}","Al and his son, Bob, decided to build a greenhouse.",After waiting for their meal they got the wrong one.,1
144,"['hopeful', 'prepared', 'knowledgeable']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}","She always researched the best breeds, food, and toys.",She hasn't seen one in so long.,0
145,"['angry', 'flustered', 'excited']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Scientists took over his backyard, digging for more bone.",Then she organized her clothes and put them back in.,0
146,"['surprised', 'confused', 'excited']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}","In middle school, Anna started playing soccer during lunch time.",Everyone she showed loved it.,0
147,"['disappointed', 'guilty', 'grateful', 'impatient', 'annoyed', 'stressed', 'tired', 'anticipation']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",All the sudden they were gone.,She needed to take a trolley back to work.,1
148,"['joyful', 'celebratory', 'hungry', 'intrigued']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He decided to go to the All Aboard Diner for dinner instead.,He had his first professional match.,0
149,"['lonely', 'annoyed', 'unaccomplished']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He sat in the cabin cold and bored.,I bought myself a daily planner.,0
150,"['disgusted', 'guilty', 'embarrassed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 1}",So he decided to take books on the public domain and sell them.,So she excused herself to the bathroom and never came back.,1
151,"['relieved', 'glad']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",It felt better in about twenty minutes.,When she came back the pizza was gone.,0
152,"['adventurous', 'excited']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",They greatly enjoyed their night out.,Andrea was going camping.,1
153,"['inadequate', 'self conscious', 'justified']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 2, 'anger': 0, 'anticipation': 1}",Tara wanted to get into shape.,It made the whole ride uncomfortable.,0
154,"['proud', 'confident', 'successful']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Now I'm more confident about it and do it more often.,Finally she was able to get the bath drawn and the kids clean.,0
155,"['betrayed', 'awkward', 'ashamed', 'guilty']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 2, 'anger': 2, 'anticipation': 0}","However, rob was able to meet up with her and replace it.",His friend was there with a group of people so Bob decided to leave.,1
156,"['happy', 'excited']","{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Her eye caught a nice handbag.,Brock decided to start an auto repair business.,0
157,"['sad', 'Tamil', 'rushed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Now recess was coming to an end.,Penelope was so excited and told her mom that she wanted a sister.,0
158,"['confused', 'worried', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 2, 'anticipation': 1}","Suddenly, his arm had intense pain.",One day when Betty was leaving she couldn't find her keys.,1
159,"['determined', 'proud']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tyler decided to use his time incarcerated to get a GED.,Tommy's dad hired a pricy lawyer to defend him.,0
160,"['content', 'relieved', 'happy']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He is happy that he had something to get him through the first day.,"Soon the robber ran off and Joe got up, very shaken.",0
161,"['ashamed', 'embarrassed', 'revived', 'hope', 'happy', 'hopeful', 'excited']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}",He finally made it to work with 2 minutes to spare.,A few days later he learned the other guy failed his drug test.,1
162,"['good', 'relaxed', 'annoyed']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",She decided to use her laptop on the porch in the breeze.,I needed a cast for my foot.,0
163,"['excited', 'bliss', 'thrilled']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Suddenly, Missy needed to use the restroom.",Their kids were excitedly happy.,1
164,"['worried', 'sad', 'surprised', 'disappointed', 'unaffected']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",January was my least favorite month.,He stopped because the therapy was not working.,1
165,['sad'],"{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 3, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He missed his old job tremendously.,Her friends ate it any way so they would not hurt Sarah's feelings.,0
166,"['indifferent', 'curious']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",One of the guys who worked there was restocking the shelves.,He is in the army now just like his father.,0
167,"['disappointed', 'sad', 'frustrated']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 3, 'disgust': 1, 'anger': 1, 'anticipation': 1}","In actuality, the job mostly involved sitting around for hours on end.","When she got home, her insurance company called her.",0
168,"['frustrated', 'alarmed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 3, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 0}",Everything went by smoothly and he was kept informed.,He could not find a clean plate anywhere.,1
169,"['satisfied', 'heroic', 'accomplished', 'happy', 'thankful', 'safer']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",One day his mom noticed that his shoes were too small for his feet.,But today I solved the problem by destroying the monsters' homes.,1
170,"['distraught', 'surprise', 'terrified', 'sad', 'nervous', 'sadness']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",She was happy it had turned out well.,"When the police come over, they told me my neighbor had been shot.",1
171,"['scared', 'upset', 'frightened']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Julian was afraid of storms.,Anne began working in a boutique at her local mall.,0
172,"['fear', 'cautious', 'threatened']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","When she played abroad, everyone just took pictures of her.",I noticed a merging sign several feet away on the highway.,1
173,"['sad', 'unwanted', 'sadness']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 3, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Now I am a renter because I was evicted from my home.,The music from next door kept Eric awake for hours.,0
174,"['curious', 'intrigued', 'eager']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",As Billy entered he noticed an advertisement for an energy drink.,She found a bottle of ipecac in the medicine cabinet.,0
175,"['fulfilled', 'accomplished', 'proud']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","And eventually, he was able to fix his car battery problems for good.","She trained daily, for many years.",0
176,"['nervous', 'happy', 'surprised', 'worried']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Mike points to a garden hose on the ground and collects his money.,Finally Jenny tries wearing a pair of high heels to work.,1
177,"['successful', 'studious']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She studied in the US for 9 months.,Esther sat watching TV when the doorbell rang.,0
